"doi";"version";"url";"disqus_thread_id";"comments_count";"year";"comments";"Year"
"10.1101/2020.04.25.20079830";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.25.20079830v2?versioned=true";"8012170905";1;"10.1101/2020";1;2020
"10.1101/2020.04.22.20072389";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.22.20072389v2?versioned=true";"8012148692";2;"10.1101/2020";2;2020
"10.1101/2020.04.11.20061473";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.11.20061473v2?versioned=true";"8012147570";1;"10.1101/2020";3;2020
"10.1101/2020.05.06.20092999";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.06.20092999v1?versioned=true";"8011831903";10;"10.1101/2020";10;2020
"10.1101/2020.05.01.20081034";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20081034v1?versioned=true";"8011128609";2;"10.1101/2020";2;2020
"10.1101/2020.05.02.20088898";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.02.20088898v1?versioned=true";"8011079794";8;"10.1101/2020";8;2020
"10.1101/2020.05.03.20089854";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.03.20089854v1?versioned=true";"8011050545";2;"10.1101/2020";8;2020
"10.1101/2020.05.03.20089300";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.03.20089300v1?versioned=true";"8011050171";1;"10.1101/2020";1;2020
"10.1101/2020.05.03.20089680";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.03.20089680v1?versioned=true";"8011048083";1;"10.1101/2020";1;2020
"10.1101/2020.04.16.20068445";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.16.20068445v2?versioned=true";"8011006418";1;"10.1101/2020";1;2020
"10.1101/2020.04.29.20080853";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.29.20080853v2?versioned=true";"8010968781";2;"10.1101/2020";2;2020
"10.1101/2020.05.01.20087858";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20087858v1?versioned=true";"8010489478";1;"10.1101/2020";1;2020
"10.1101/2020.05.01.20088237";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20088237v1?versioned=true";"8010407239";1;"10.1101/2020";1;2020
"10.1101/2020.05.01.20088260";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20088260v1?versioned=true";"8010361083";3;"10.1101/2020";3;2020
"10.1101/2020.05.01.20087965";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20087965v1?versioned=true";"8010314061";6;"10.1101/2020";12;2020
"10.1101/2020.05.01.20087684";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20087684v1?versioned=true";"8010295038";1;"10.1101/2020";1;2020
"10.1101/2020.05.02.20087270";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.02.20087270v1?versioned=true";"8010274514";1;"10.1101/2020";1;2020
"10.1101/2020.05.01.20087411";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20087411v1?versioned=true";"8010236375";1;"10.1101/2020";1;2020
"10.1101/2020.05.01.20087080";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20087080v1?versioned=true";"8010219625";1;"10.1101/2020";1;2020
"10.1101/2020.04.05.20054361";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.05.20054361v2?versioned=true";"8009222504";5;"10.1101/2020";53;2020
"10.1101/2020.04.25.20080200";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.25.20080200v2?versioned=true";"8009132333";3;"10.1101/2020";3;2020
"10.1101/2020.03.25.20043109";"v2";"https://www.medrxiv.org/content/10.1101/2020.03.25.20043109v2?versioned=true";"8009127602";2;"10.1101/2020";2;2020
"10.1101/2020.04.03.20051649";"v3";"https://www.medrxiv.org/content/10.1101/2020.04.03.20051649v3?versioned=true";"8009115371";2;"10.1101/2020";2;2020
"10.1101/2020.04.26.20079822";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.26.20079822v2?versioned=true";"8009086631";2;"10.1101/2020";4;2020
"10.1101/2020.04.30.20086884";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.30.20086884v1?versioned=true";"8009011339";1;"10.1101/2020";1;2020
"10.1101/2020.05.05.20075507";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.05.20075507v1?versioned=true";"8008994835";1;"10.1101/2020";1;2020
"10.1101/2020.04.30.20086264";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.30.20086264v1?versioned=true";"8008918269";1;"10.1101/2020";1;2020
"10.1101/2020.04.30.20085613";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.30.20085613v1?versioned=true";"8008913123";2;"10.1101/2020";2;2020
"10.1101/2020.04.29.20085449";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.29.20085449v1?versioned=true";"8008911854";1;"10.1101/2020";1;2020
"10.1101/2020.04.30.20085951";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.30.20085951v1?versioned=true";"8008893509";1;"10.1101/2020";1;2020
"10.1101/2020.04.29.20085761";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.29.20085761v1?versioned=true";"8008864697";1;"10.1101/2020";1;2020
"10.1101/2020.04.29.20084327";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.29.20084327v1?versioned=true";"8008822550";2;"10.1101/2020";2;2020
"10.1101/2020.04.29.20085068";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.29.20085068v1?versioned=true";"8008700706";1;"10.1101/2020";1;2020
"10.1101/2020.04.30.20085290";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.30.20085290v1?versioned=true";"8008688986";2;"10.1101/2020";2;2020
"10.1101/2020.05.01.20084384";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20084384v1?versioned=true";"8008669098";2;"10.1101/2020";2;2020
"10.1101/2020.04.30.20083881";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.30.20083881v1?versioned=true";"8008598776";2;"10.1101/2020";2;2020
"10.1101/2020.04.29.20084277";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.29.20084277v1?versioned=true";"8008594019";4;"10.1101/2020";4;2020
"10.1101/2020.05.01.20081026";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20081026v1?versioned=true";"8008561880";2;"10.1101/2020";2;2020
"10.1101/2020.04.30.20083907";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.30.20083907v1?versioned=true";"8008522342";3;"10.1101/2020";5;2020
"10.1101/2020.04.28.20082750";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.28.20082750v1?versioned=true";"8008432579";1;"10.1101/2020";1;2020
"10.1101/2020.04.28.20080630";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.28.20080630v1?versioned=true";"8007266604";1;"10.1101/2020";1;2020
"10.1101/2020.04.28.20075788";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.28.20075788v1?versioned=true";"8007229299";1;"10.1101/2020";1;2020
"10.1101/2020.04.26.20081059";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.26.20081059v1?versioned=true";"8007218108";2;"10.1101/2020";2;2020
"10.1101/2020.04.28.20075523";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.28.20075523v1?versioned=true";"8007185249";2;"10.1101/2020";2;2020
"10.1101/2020.04.27.20081562";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.27.20081562v1?versioned=true";"8004868361";2;"10.1101/2020";2;2020
"10.1101/2020.04.28.20081687";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.28.20081687v1?versioned=true";"8004867627";1;"10.1101/2020";1;2020
"10.1101/2020.04.27.20081711";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.27.20081711v1?versioned=true";"8004854799";1;"10.1101/2020";1;2020
"10.1101/2020.04.29.20083717";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.29.20083717v1?versioned=true";"8004701229";1;"10.1101/2020";1;2020
"10.1101/2020.05.01.20085860";"v1";"https://www.medrxiv.org/content/10.1101/2020.05.01.20085860v1?versioned=true";"8004673285";6;"10.1101/2020";7;2020
"10.1101/2020.04.28.20083139";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.28.20083139v1?versioned=true";"8004572721";2;"10.1101/2020";2;2020
"10.1101/2020.04.28.20083089";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.28.20083089v1?versioned=true";"8004506619";1;"10.1101/2020";1;2020
"10.1101/2020.04.30.20085670";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.30.20085670v1?versioned=true";"8004484534";2;"10.1101/2020";2;2020
"10.1101/2020.04.17.20069716";"v3";"https://www.medrxiv.org/content/10.1101/2020.04.17.20069716v3?versioned=true";"8004096054";1;"10.1101/2020";1;2020
"10.1101/2020.04.27.20082479";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.27.20082479v1?versioned=true";"8003188467";1;"10.1101/2020";1;2020
"10.1101/2020.04.27.20082362";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.27.20082362v1?versioned=true";"8003177027";4;"10.1101/2020";4;2020
"10.1101/2020.04.27.20081893";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.27.20081893v1?versioned=true";"8003135315";4;"10.1101/2020";8;2020
"10.1101/2020.04.27.20082180";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.27.20082180v1?versioned=true";"8003120259";1;"10.1101/2020";1;2020
"10.1101/2020.04.26.20081315";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.26.20081315v1?versioned=true";"8002204078";1;"10.1101/2020";1;2020
"10.1101/2020.04.26.20080796";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.26.20080796v1?versioned=true";"8002120291";1;"10.1101/2020";1;2020
"10.1101/2020.04.26.20080770";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.26.20080770v1?versioned=true";"8002059797";1;"10.1101/2020";1;2020
"10.1101/2020.04.26.20077529";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.26.20077529v1?versioned=true";"8002033456";1;"10.1101/2020";1;2020
"10.1101/2020.04.28.20073767";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.28.20073767v1?versioned=true";"8001856328";1;"10.1101/2020";1;2020
"10.1101/2020.04.27.20073379";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.27.20073379v1?versioned=true";"8001852354";12;"10.1101/2020";12;2020
"10.1101/2020.04.26.20073569";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.26.20073569v1?versioned=true";"8001816674";1;"10.1101/2020";1;2020
"10.1101/2020.04.26.20079822";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.26.20079822v1?versioned=true";"8001696716";2;"10.1101/2020";4;2020
"10.1101/2020.04.25.20079590";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.25.20079590v1?versioned=true";"8001651614";1;"10.1101/2020";1;2020
"10.1101/2020.04.26.20079244";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.26.20079244v1?versioned=true";"8001651235";1;"10.1101/2020";1;2020
"10.1101/2020.04.24.20078717";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.24.20078717v1?versioned=true";"8001642078";19;"10.1101/2020";19;2020
"10.1101/2020.04.26.20074377";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.26.20074377v1?versioned=true";"8001626369";1;"10.1101/2020";1;2020
"10.1101/2020.04.15.20067017";"v3";"https://www.medrxiv.org/content/10.1101/2020.04.15.20067017v3?versioned=true";"8000959186";1;"10.1101/2020";2;2020
"10.1101/2020.04.27.20081836";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.27.20081836v1?versioned=true";"8000789330";1;"10.1101/2020";1;2020
"10.1101/2020.04.28.20084038";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.28.20084038v1?versioned=true";"8000764064";3;"10.1101/2020";3;2020
"10.1101/2020.04.14.20062463";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.14.20062463v2?versioned=true";"8000546686";76;"10.1101/2020";581;2020
"10.1101/2020.04.19.20071647";"v3";"https://www.medrxiv.org/content/10.1101/2020.04.19.20071647v3?versioned=true";"8000395963";2;"10.1101/2020";2;2020
"10.1101/2020.04.08.20058578";"v3";"https://www.medrxiv.org/content/10.1101/2020.04.08.20058578v3?versioned=true";"8000363877";29;"10.1101/2020";43;2020
"10.1101/2020.04.24.20077487";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.24.20077487v1?versioned=true";"7999685117";1;"10.1101/2020";1;2020
"10.1101/2020.04.25.20079517";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.25.20079517v1?versioned=true";"7999677055";1;"10.1101/2020";1;2020
"10.1101/2020.04.15.20066431";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.15.20066431v2?versioned=true";"7998807519";4;"10.1101/2020";7;2020
"10.1101/2020.03.28.20036715";"v5";"https://www.medrxiv.org/content/10.1101/2020.03.28.20036715v5?versioned=true";"7998799609";11;"10.1101/2020";25;2020
"10.1101/2020.04.25.20079848";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.25.20079848v1?versioned=true";"7998159765";1;"10.1101/2020";1;2020
"10.1101/2020.04.25.20079186";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.25.20079186v1?versioned=true";"7998153411";1;"10.1101/2020";1;2020
"10.1101/2020.04.24.20078907";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.24.20078907v1?versioned=true";"7998141812";2;"10.1101/2020";2;2020
"10.1101/2020.04.24.20078824";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.24.20078824v1?versioned=true";"7998077254";1;"10.1101/2020";1;2020
"10.1101/2020.04.24.20078345";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.24.20078345v1?versioned=true";"7997995782";4;"10.1101/2020";4;2020
"10.1101/2020.04.24.20077461";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.24.20077461v1?versioned=true";"7997793865";4;"10.1101/2020";4;2020
"10.1101/2020.04.24.20077388";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.24.20077388v1?versioned=true";"7997761075";2;"10.1101/2020";2;2020
"10.1101/2020.04.25.20074856";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.25.20074856v1?versioned=true";"7997686972";3;"10.1101/2020";3;2020
"10.1101/2020.04.07.20057356";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.07.20057356v2?versioned=true";"7997207855";1;"10.1101/2020";1;2020
"10.1101/2020.04.23.20076885";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.23.20076885v1?versioned=true";"7996498455";1;"10.1101/2020";1;2020
"10.1101/2020.04.23.20076042";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.23.20076042v1?versioned=true";"7996359308";22;"10.1101/2020";22;2020
"10.1101/2020.04.24.20075838";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.24.20075838v1?versioned=true";"7996351253";7;"10.1101/2020";7;2020
"10.1101/2020.04.24.20075291";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.24.20075291v1?versioned=true";"7996234854";2;"10.1101/2020";2;2020
"10.1101/2020.04.20.20072702";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.20.20072702v2?versioned=true";"7994996248";1;"10.1101/2020";1;2020
"10.1101/2020.04.05.20054502";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.05.20054502v2?versioned=true";"7994979092";13;"10.1101/2020";23;2020
"10.1101/2020.04.22.20072124";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.22.20072124v2?versioned=true";"7994893038";2;"10.1101/2020";5;2020
"10.1101/2020.04.22.20073551";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20073551v1?versioned=true";"7994057859";3;"10.1101/2020";3;2020
"10.1101/2020.04.23.20076521";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.23.20076521v1?versioned=true";"7994045708";2;"10.1101/2020";2;2020
"10.1101/2020.04.23.20076679";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.23.20076679v1?versioned=true";"7994044198";1;"10.1101/2020";1;2020
"10.1101/2020.04.22.20076166";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20076166v1?versioned=true";"7994035413";2;"10.1101/2020";2;2020
"10.1101/2020.04.23.20076489";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.23.20076489v1?versioned=true";"7994025820";2;"10.1101/2020";2;2020
"10.1101/2020.04.22.20072371";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20072371v1?versioned=true";"7993964570";1;"10.1101/2020";1;2020
"10.1101/2020.04.22.20071258";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20071258v1?versioned=true";"7993962978";1;"10.1101/2020";1;2020
"10.1101/2020.04.22.20071050";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20071050v1?versioned=true";"7993961226";1;"10.1101/2020";1;2020
"10.1101/2020.04.05.20053819";"v3";"https://www.medrxiv.org/content/10.1101/2020.04.05.20053819v3?versioned=true";"7992819971";3;"10.1101/2020";3;2020
"10.1101/2020.03.30.20048108";"v3";"https://www.medrxiv.org/content/10.1101/2020.03.30.20048108v3?versioned=true";"7992757308";1;"10.1101/2020";3;2020
"10.1101/2020.04.21.20074732";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.21.20074732v1?versioned=true";"7992186440";5;"10.1101/2020";5;2020
"10.1101/2020.04.22.20074914";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20074914v1?versioned=true";"7992117791";1;"10.1101/2020";1;2020
"10.1101/2020.04.21.20073262";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.21.20073262v1?versioned=true";"7992112314";10;"10.1101/2020";10;2020
"10.1101/2020.04.21.20073791";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.21.20073791v1?versioned=true";"7992110575";1;"10.1101/2020";1;2020
"10.1101/2020.04.22.20074336";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20074336v1?versioned=true";"7992088085";1;"10.1101/2020";1;2020
"10.1101/2020.04.22.20075267";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20075267v1?versioned=true";"7992048086";2;"10.1101/2020";2;2020
"10.1101/2020.04.22.20076091";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20076091v1?versioned=true";"7991899793";1;"10.1101/2020";1;2020
"10.1101/2020.04.22.20076117";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20076117v1?versioned=true";"7991894457";1;"10.1101/2020";1;2020
"10.1101/2020.04.21.20074211";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.21.20074211v1?versioned=true";"7989970114";1;"10.1101/2020";1;2020
"10.1101/2020.04.15.20065995";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.15.20065995v2?versioned=true";"7989649968";1;"10.1101/2020";1;2020
"10.1101/2020.04.11.20062018";"v2";"https://www.medrxiv.org/content/10.1101/2020.04.11.20062018v2?versioned=true";"7989140630";5;"10.1101/2020";15;2020
"10.1101/2020.04.20.20072736";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.20.20072736v1?versioned=true";"7988940911";1;"10.1101/2020";1;2020
"10.1101/2020.04.20.20072744";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.20.20072744v1?versioned=true";"7988921818";2;"10.1101/2020";2;2020
"10.1101/2020.04.20.20072629";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.20.20072629v1?versioned=true";"7988899379";1;"10.1101/2020";1;2020
"10.1101/2020.04.20.20072421";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.20.20072421v1?versioned=true";"7988895394";2;"10.1101/2020";2;2020
"10.1101/2020.04.20.20072793";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.20.20072793v1?versioned=true";"7988893730";1;"10.1101/2020";1;2020
"10.1101/2020.04.20.20072223";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.20.20072223v1?versioned=true";"7988888080";1;"10.1101/2020";1;2020
"10.1101/2020.04.22.20072124";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.22.20072124v1?versioned=true";"7988829384";3;"10.1101/2020";5;2020
"10.1101/2020.04.18.20069955";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.18.20069955v1?versioned=true";"7988794904";1;"10.1101/2020";1;2020
"10.1101/2020.04.20.20045690";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.20.20045690v1?versioned=true";"7988785786";1;"10.1101/2020";1;2020
"10.1101/2020.04.20.20068056";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.20.20068056v1?versioned=true";"7988744463";1;"10.1101/2020";1;2020
"10.1101/2020.04.21.20068858";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.21.20068858v1?versioned=true";"7988732080";2;"10.1101/2020";2;2020
"10.1101/2020.04.18.20063875";"v1";"https://www.medrxiv.org/content/10.1101/2020.04.18.20063875v1?versioned=true";"7988616982";6;"10.1101/2020";6;2020
